44,24/10/2018,02:00 PM,01:16:00,00:00:00,04:00:00,00:00:00,00:26:00,1,09:15 PM,07:15:00,01:33:00,05:42:00
45,25/10/2018,02:00 PM,01:32:00,00:00:00,05:00:00,00:00:00,00:00:00,1,09:30 PM,07:30:00,00:58:00,06:32:00
46,26/10/2018,02:00 PM,00:00:00,00:00:00,05:00:00,00:00:00,01:18:00,1,09:15 PM,07:15:00,00:57:00,06:18:00
47,27/10/2018,05:50 AM,01:28:00,00:00:00,03:20:00,00:00:00,00:56:00,0,09:30 PM,15:40:00,09:56:00,05:44:00
48,28/10/2018,06:30 AM,02:10:00,00:00:00,09:06:00,00:00:00,01:59:00,0,08:30 PM,14:00:00,00:45:00,13:15:00
49,29/10/2018,02:10 PM,01:25:00,00:00:00,03:20:00,00:00:00,00:00:00,1,08:30 PM,06:20:00,01:35:00,04:45:00
50,30/10/2018,02:00 PM,01:26:00,00:00:00,03:27:00,00:00:00,00:44:00,1,08:30 PM,06:30:00,00:53:00,05:37:00
51,31/10/2018,02:00 PM,01:50:00,00:00:00,02:32:00,00:00:00,00:00:00,1,08:30 PM,06:30:00,02:08:00,04:22:00
52,1/11/2018,02:00 PM,00:21:00,00:00:00,04:13:00,00:00:00,00:00:00,1,08:15 PM,06:15:00,01:41:00,04:34:00
53,2/11/2018,02:00 PM,00:38:00,00:00:00,04:30:00,00:00:00,01:16:00,1,10:00 PM,08:00:00,01:36:00,06:24:00
54,3/11/2018,06:18 AM,01:15:00,00:00:00,03:40:00,00:00:00,00:43:00,0,08:30 PM,14:12:00,08:34:00,05:38:00
55,4/11/2018,06:37 AM,01:50:00,00:00:00,02:15:00,00:00:00,04:20:00,0,08:30 PM,13:53:00,05:28:00,08:25:00
56,5/11/2018,02:00 PM,01:02:00,00:00:00,02:45:00,00:00:00,01:32:00,1,08:30 PM,06:30:00,01:11:00,05:19:00
57,6/11/2018,02:00 PM,00:43:00,00:00:00,03:00:00,00:00:00,01:58:00,1,08:30 PM,06:30:00,00:49:00,05:41:00
58,7/11/2018,02:00 PM,00:32:00,00:00:00,02:10:00,00:00:00,00:19:00,1,08:30 PM,06:30:00,03:29:00,03:01:00
59,8/11/2018,02:15 PM,02:49:00,00:00:00,01:39:00,00:00:00,00:00:00,1,08:30 PM,06:15:00,01:47:00,04:28:00
60,9/11/2018,02:00 PM,00:00:00,01:45:00,00:21:00,00:00:00,02:43:00,1,10:30 PM,08:30:00,03:41:00,04:49:00
61,10/11/2018,06:22 AM,04:31:00,01:46:00,01:50:00,00:45:00,02:34:00,0,10:00 PM,15:38:00,04:12:00,11:26:00
62,11/11/2018,06:00 AM,00:38:00,01:23:00,01:15:00,00:00:00,03:16:00,0,08:30 PM,14:30:00,07:58:00,06:32:00
63,12/11/2018,02:00 PM,00:47:00,00:00:00,04:25:00,00:00:00,00:00:00,1,08:30 PM,06:30:00,01:18:00,05:12:00
64,13/11/2018,02:00 PM,01:52:00,00:00:00,02:07:00,00:00:00,00:00:00,1,08:30 PM,06:30:00,02:31:00,03:59:00
65,14/11/2018,02:00 PM,00:33:00,01:15:00,01:15:00,00:00:00,00:21:00,1,08:30 PM,06:30:00,03:06:00,03:24:00
66,15/11/2018,02:00 PM,01:00:00,00:00:00,02:30:00,00:00:00,00:00:00,1,09:30 PM,07:30:00,04:00:00,03:30:00
67,16/11/2018,02:00 PM,00:00:00,00:00:00,02:50:00,00:00:00,00:00:00,1,09:30 PM,07:30:00,04:40:00,02:50:00
68,17/11/2018,08:27 AM,01:57:00,00:00:00,05:46:00,00:00:00,00:00:00,0,10:30 PM,14:03:00,06:20:00,07:43:00
69,18/11/2018,06:00 AM,00:00:00,00:00:00,08:15:00,00:00:00,01:45:00,0,08:00 PM,14:00:00,04:00:00,10:00:00
70,19/11/2018,02:00 PM,02:58:00,01:06:00,01:00:00,00:00:00,00:00:00,1,08:00 PM,06:00:00,00:56:00,05:04:00
71,20/11/2018,02:00 PM,02:00:00,00:35:00,01:10:00,00:00:00,00:00:00,1,08:00 PM,06:00:00,02:15:00,03:45:00
72,21/11/2018,02:00 PM,01:00:00,01:00:00,00:00:00,00:00:00,01:06:00,1,08:00 PM,06:00:00,02:54:00,03:06:00
73,22/11/2018,02:00 PM,01:22:00,01:45:00,01:08:00,00:00:00,00:00:00,1,08:00 PM,06:00:00,01:45:00,04:15:00
74,23/11/2018,02:00 PM,00:00:00,00:00:00,01:38:00,00:00:00,03:32:00,1,08:00 PM,06:00:00,00:50:00,05:10:00
75,24/11/2018,06:00 AM,05:46:00,00:00:00,01:18:00,00:00:00,02:02:00,0,08:00 PM,14:00:00,04:54:00,09:06:00
76,25/11/2018,08:15 AM,03:42:00,00:00:00,00:32:00,00:00:00,05:00:00,0,08:00 PM,11:45:00,02:31:00,09:14:00
77,26/11/2018,02:00 PM,01:25:00,02:20:00,01:14:00,00:00:00,00:00:00,1,08:00 PM,06:00:00,01:01:00,04:59:00
78,27/11/2018,02:00 PM,01:32:00,01:00:00,00:00:00,00:00:00,01:04:00,1,08:00 PM,06:00:00,02:24:00,03:36:00
79,28/11/2018,02:00 PM,02:30:00,00:30:00,01:50:00,00:00:00,00:00:00,1,08:00 PM,06:00:00,01:10:00,04:50:00
80,29/11/2018,02:00 PM,00:45:00,00:30:00,00:30:00,00:00:00,01:26:00,1,08:00 PM,06:00:00,02:49:00,03:11:00
81,30/11/2018,02:15 PM,00:00:00,00:00:00,03:02:00,00:00:00,00:00:00,1,09:00 PM,06:45:00,03:43:00,03:02:00
82,1/12/2018,07:15 AM,03:00:00,00:00:00,02:55:00,00:00:00,00:00:00,0,09:00 PM,13:45:00,07:50:00,05:55:00
83,2/12/2018,08:40 AM,02:17:00,00:00:00,08:10:00,00:00:00,00:00:00,0,09:00 PM,12:20:00,01:53:00,10:27:00
84,3/12/2018,02:00 PM,01:15:00,00:00:00,03:00:00,00:00:00,00:00:00,1,08:00 PM,06:00:00,01:45:00,04:15:00
85,4/12/2018,02:00 PM,01:30:00,00:00:00,01:30:00,00:00:00,00:00:00,1,08:00 PM,06:00:00,03:00:00,03:00:00
86,5/12/2018,02:00 PM,05:00:00,00:00:00,01:00:00,00:00:00,00:00:00,1,08:00 PM,06:00:00,00:00:00,06:00:00
87,6/12/2018,02:00 PM,01:00:00,00:00:00,05:00:00,00:00:00,00:00:00,1,09:00 PM,07:00:00,01:00:00,06:00:00
88,7/12/2018,06:27 AM,00:45:00,00:00:00,04:00:00,00:00:00,00:00:00,0,10:00 PM,15:33:00,10:48:00,04:45:00
89,8/12/2018,08:00 AM,05:00:00,00:00:00,00:00:00,00:00:00,05:00:00,0,08:00 PM,12:00:00,02:00:00,10:00:00
90,9/12/2018,02:00 PM,01:50:00,00:00:00,00:00:00,00:00:00,02:00:00,1,08:00 PM,06:00:00,02:10:00,03:50:00
91,10/12/2018,07:00 AM,03:50:00,00:00:00,02:30:00,00:00:00,05:00:00,0,08:00 PM,13:00:00,01:40:00,11:20:00
92,11/12/2018,02:00 PM,01:16:00,00:00:00,00:28:00,00:00:00,02:16:00,1,08:00 PM,06:00:00,02:00:00,04:00:00
93,12/12/2018,07:00 AM,06:09:00,00:00:00,03:17:00,00:00:00,02:55:00,0,08:00 PM,13:00:00,00:39:00,12:21:00
94,13/12/2018,02:00 PM,00:00:00,02:30:00,01:37:00,00:00:00,02:20:00,1,09:30 PM,07:30:00,01:03:00,06:27:00
95,14/12/2018,06:20 AM,10:01:00,00:00:00,02:02:00,00:00:00,03:20:00,0,10:46 PM,16:26:00,01:03:00,15:23:00
96,15/12/2018,06:29 AM,01:49:00,00:00:00,09:44:00,00:00:00,01:35:00,0,08:00 PM,13:31:00,00:23:00,13:08:00
97,16/12/2018,02:00 PM,00:00:00,00:00:00,03:15:00,00:00:00,01:50:00,1,09:30 PM,07:30:00,02:25:00,05:05:00
98,17/12/2018,07:30 AM,01:30:00,05:48:00,00:47:00,00:00:00,03:47:00,0,08:15 PM,12:45:00,00:53:00,11:52:00
99,18/12/2018,11:00 AM,00:00:00,04:12:00,02:06:00,00:00:00,02:04:00,1,08:00 PM,09:00:00,00:38:00,08:22:00
100,19/12/2018,07:15 AM,05:59:00,03:27:00,00:57:00,00:00:00,01:08:00,0,08:00 PM,12:45:00,01:14:00,11:31:00
101,20/12/2018,12:20 PM,01:32:00,02:16:00,00:00:00,00:00:00,02:11:00,1,09:00 PM,08:40:00,02:41:00,05:59:00
102,21/12/2018,07:33 AM,09:44:00,00:54:00,03:06:00,00:45:00,00:00:00,0,11:59 PM,16:26:00,01:57:00,14:29:00
103,22/12/2018,09:00 AM,02:50:00,00:10:00,01:15:00,00:00:00,01:48:00,0,09:00 PM,12:00:00,05:57:00,06:03:00
104,23/12/2018,01:00 PM,00:00:00,00:00:00,00:28:00,00:00:00,01:36:00,1,08:00 PM,07:00:00,04:56:00,02:04:00
105,24/12/2018,07:30 AM,00:00:00,04:20:00,00:55:00,00:00:00,02:17:00,0,09:30 PM,14:00:00,06:28:00,07:32:00
106,25/12/2018,10:10 AM,00:00:00,00:00:00,00:00:00,00:00:00,03:17:00,0,09:30 PM,11:20:00,08:03:00,03:17:00
107,26/12/2018,08:12 AM,00:00:00,00:00:00,06:10:00,00:10:00,04:58:00,0,09:30 PM,13:18:00,02:00:00,11:18:00
108,27/12/2018,08:27 AM,00:00:00,00:00:00,01:33:00,00:00:00,02:34:00,0,09:30 PM,13:03:00,08:56:00,04:07:00
